state,fold,population,household.size,race.pctblack,race.pctwhite,race.pctasian,race.pcthisp,age.pct12to21,age.pct12to29,age.pct16to24,age.pct65up,num.urban,pct.urban,med.income,pct.wage.inc,pct.farmself.inc,pct.inv.inc,pct.socsec.inc,pct.pubasst.inc,pct.retire,med.family.inc,percap.inc,white.percap,black.percap,indian.percap,asian.percap,other.percap,hisp.percap,num.underpov,pct.pop.underpov,pct.less9thgrade,pct.not.hsgrad,pct.bs.ormore,pct.unemployed,pct.employed,pct.employed.manuf,pct.employed.profserv,pct.occup.manuf,pct.occup.mgmtprof,male.pct.divorce,male.pct.nvrmarried,female.pct.divorce,total.pct.divorce,ave.people.per.fam,pct.fam2parents,pct.kids2parents,pct.youngkids2parents,pct.teens2parents,pct.workmom.youngkids,pct.workmom,num.kids.nvrmarried,pct.kids.nvrmarried,num.immig,pct.immig.recent,pct.immig.recent5,pct.immig.recent8,pct.immig.recent10,pct.pop.immig,pct.pop.immig5,pct.pop.immig8,pct.pop.immig10,pct.english.only,pct.no.english.well,pct.fam.hh.large,pct.occup.hh.large,ave.people.per.hh,ave.people.per.ownoccup.hh,ave.people.per.rented.hh,pct.people.ownoccup.hh,pct.people.dense.hh,pct.hh.less3br,med.num.br,num.vacant.house,pct.house.occup,pct.house.ownoccup,pct.house.vacant,pct.house.vacant.6moplus,med.yr.house.built,pct.house.nophone,pct.house.no.plumb,value.ownoccup.house.lowquart,value.ownoccup.med,value.ownoccup.highquart,rent.lowquart,rent.med,rent.highquart,med.rent,med.rent.aspct.hhinc,med.owncost.aspct.hhinc.wmort,med.owncost.as.pct.hhinc.womort,num.in.shelters,num.homeless,pct.foreignborn,pct.born.samestate,pct.samehouse1985,pct.samecity1985,pct.samestate1985,land.area,pop.density,pct.use.publictransit,pct.police.drugunits,violentcrimes.perpop
CA,9,10.60197047,2.99,8.72,58.22,4.27,49.74,14.95,33.07,15.3,6.01,10.60197047,100,28838,83.53,0.43,21.64,16.71,12.25,11.28,30750,10924,12625,9049,9.277625119,9.324472306,7918,8010,8.731497794,15.59,12.32,29.69,13.37,9.69,61.56,14.58,23.82,17.7,21.47,11.82,33.33,16.1,14,3.5,67.71,62.92,75.42,74.43,52.54,59.09,7.454141078,6.06,8.824971966,19.53,31.58,42.45,54.2,3.3,5.34,7.18,9.17,63.69,7.75,11.45,8.23,2.96,3.16,2.74,55.57,15.68,62.4,2,7.171656823,91.19,52,3.07,12.91,1978,6.25,0.53,76100,98500,125600,387,484,556,534,29.4,25.2,12.1,4.615120517,2.302585093,16.91,57.47,37.98,64.85,88.29,2.747270914,2746,0.482426149,0,1095.4
CA,9,11.87095649,3.21,1.5,67.32,20.51,23.47,14.27,30.28,14.73,7.99,11.87095649,100,39882,84.78,0.61,35.25,19.72,9.42,14.63,41930,13976,16069,16515,9.468078568,9.192990734,8071,8412,9.592400372,10.42,11.29,25.6,16.14,6.21,65.8,25.3,15.87,16.03,23.14,9.45,35.41,13.81,11.61,3.51,75.52,68.8,86.85,76.93,60.23,66.04,7.865955414,2.55,10.68301883,22.85,35.18,50.05,65.42,6.97,10.72,15.26,19.94,60.56,13.28,13.64,10.69,3.17,3.02,3.38,56.84,18.4,46.76,3,7.277247727,96.86,59.6,1.31,12.93,1963,2.19,0.49,169900,199700,236600,582,694,852,745,32.2,24.1,10.9,3.871201011,2.772588722,30.48,40.42,45.29,76.93,85.64,2.975529566,7697.5,1.376244025,3.57,616.67
CA,9,10.02486412,4.01,1.18,38.97,1.43,82.74,17.23,33.45,16.75,6.82,10.02486412,100,32128,82.62,0.71,20.61,22.3,12.18,13.04,32070,8876,11715,9836,9.245997049,9.096947685,6899,7381,8.276649125,17.68,37.18,59.31,5.41,9.65,61.12,35.42,11.95,33.69,9.64,7.51,39.24,11.09,9.28,4.24,74.46,66.15,82.08,82.95,54.11,56.54,7.048386409,6.53,9.212837252,19.65,30.19,39.5,49.06,8.72,13.4,17.53,21.78,25.13,29.07,27.91,22.97,3.96,3.76,4.21,51.74,38.97,68.83,2,5.087596335,97.22,54.61,1.86,19.88,1955,5.63,1.29,127700,157000,186100,409,519,658,576,28.1,27.6,11.8,0,0.693147181,44.39,44.34,52.02,87.33,89.02,1.252762968,9119.5,1.846878768,0,1129.23
CA,9,12.25934797,3.07,9.63,57.54,22.8,24.96,15.55,28.46,14.21,9.43,12.25934797,100,26876,73.47,0.77,29.84,24.22,21.3,15.57,30315,11331,14141,7789,9.031094082,8.841448244,8704,7884,10.69174035,21.37,17.72,33.37,15.01,10.28,52.95,12.32,24.75,15.68,23.97,11.45,34.43,15.18,13.36,3.57,66.98,63.94,75.84,73.25,47.6,55.78,9.083415678,5.48,10.77314779,13.65,27.23,42.14,59.27,3.09,6.16,9.53,13.41,63.46,11.42,14.25,10.19,3,2.87,3.12,46.39,16.76,57.29,2,8.224699562,94.86,48.48,4.77,19.46,1970,4.84,0.68,77600,107200,145000,319,404,495,476,29.5,22.2,11.8,6.244166901,4.110873864,22.62,53.77,43.67,78.27,89.39,4.016383021,3873.4,1.098612289,7.85,1564.23
CA,9,10.03289169,3.65,2.35,24.26,21.54,62.45,16.97,30.39,15.04,9.67,0,0,21054,80.13,1.24,17.57,27.35,18.65,10.93,21787,7491,11418,5192,8.751632702,8.928640371,5699,5975,8.584290935,23.66,42.9,58.07,7.6,23.83,48.85,5.56,17.87,11.4,14.15,6.45,32.71,10.05,8.26,3.96,70.47,61.53,68.64,76.11,58.93,66.59,7.038783541,5.28,9.113388846,15.48,24.19,37.29,49.85,6.17,9.64,14.87,19.88,31.76,24.15,21.46,17.77,3.64,3.65,3.63,53.51,33.13,56.91,2,5.509388337,96.2,53.38,2.03,24.8,1965,8.68,1.79,53600,65400,79600,221,305,374,374,26.5,22.8,11.6,0,0,39.87,45.9,51.54,80.87,90.85,2.282382386,2572.6,0.300104592,0,747.58
CA,9,10.20455464,2.43,1.43,88.19,4.39,4.8,13.19,25.8,12.43,13.38,0,0,21812,68.1,0.48,40.8,30.5,15.74,18.87,28542,12915,13691,6368,8.768418727,9.004299729,5586,8868,8.488176242,18.66,6.78,20.72,18.03,8.55,54.62,12.28,27.02,13.48,24.09,14.75,31.41,18.62,16.77,2.99,63.6,61.51,74.28,62.27,54.53,63.59,6.01615716,1.99,7.317876199,10.69,13.15,23.71,39.91,0.6,0.73,1.32,2.22,92.15,2.06,5.13,3.11,2.35,2.4,2.29,51.82,5.09,60.11,2,6.469250317,94.53,50.72,5.59,31.37,1949,4.47,1,64800,82100,105400,260,340,427,393,30.1,21.3,12,5.159055299,3.33220451,5.61,60.94,45.73,76.34,90.29,2.379546134,2757.7,0.770108222,0,1089.42
CA,9,11.59575812,2.77,1.46,85.15,3.72,23.36,13.04,28.88,13.69,11.32,11.59575812,100,32895,76.46,1.15,41.63,25.99,7.52,16.7,37558,14647,15586,10548,9.107088742,9.54859673,6855,7419,9.394077593,11.21,9.94,22.05,18.25,6.23,63.89,15.33,18.21,12.69,24.86,10.43,29.37,15.68,13.12,3.2,73.13,69.03,81.29,73.99,60.2,67.47,7.805474625,3.27,9.834030288,23.45,36.61,45.49,56.63,4.03,6.29,7.81,9.73,76.25,7.66,8.85,6.26,2.73,2.68,2.79,50.88,10.22,59.37,2,7.928045601,93.4,51.91,0.87,18.57,1977,2.65,0.56,138900,169500,223400,481,570,664,621,30.7,27.2,11.6,4.905274778,2.995732274,17.17,40.99,30.71,74.85,82.76,3.634951112,2942.1,1.115141591,0,624.28
FL,9,9.402942238,2.01,0.5,98.01,0.91,2.76,8.06,17.47,8.07,26.74,9.402942238,100,35862,63.2,0.25,62.11,41.26,3.31,35.81,43898,23359,23568,13000,9.218506935,9.38555339,0,10938,6.452048954,5.24,2.75,9.8,34.74,3.72,49.05,15.66,20.76,7.62,39.88,13.06,24.87,13.54,13.3,2.51,70.44,66.79,81.5,81.24,54.51,67.47,4.430816799,0.79,6.827629235,6.4,11.5,14.21,17.57,0.49,0.87,1.08,1.34,92.8,0.95,1.31,0.8,2.01,2.03,1.97,68.87,1.3,62.67,2,7.716906135,72.84,68.23,0.18,16.75,1971,2.24,0,91400,127000,174700,374,475,628,549,25.4,19.1,12.9,0,1.386294361,7.61,14.2,49.31,69.49,76.14,1.808288771,2382.7,0.165514438,0,620.31
CA,9,9.573524088,2.51,0.61,92.71,3.64,9.03,11.73,21.03,9.62,17.98,0,0,34796,68.44,1.38,51.95,36.54,6.98,23.68,40504,16583,16812,14671,9.517163088,9.709477956,8285,10363,7.077498054,8.35,4.22,16.06,19.4,5.14,57.03,7.99,20.68,8.94,27.33,9.02,22.03,13.24,11.26,2.95,77.92,75.46,84.54,77.99,62.71,70.92,5.313205979,1.88,6.783325201,6.8,15.19,22,25.28,0.42,0.93,1.35,1.55,90.02,1.79,3.99,2.85,2.48,2.5,2.46,68.6,3.86,44.13,3,5.81711116,94.47,68.24,0.3,29.55,1973,0.89,0.38,158100,207700,279000,431,513,663,568,31.7,27.4,10.7,0,0,6.13,56.45,46.42,73.89,94.18,1.931521412,2451.9,0.548121409,0,696.31
FL,9,9.455558478,3.05,1.31,94.6,0.99,8.41,15.14,29.13,12.51,6.28,9.455558478,100,32014,87.82,0.99,26.75,18.38,3.88,13.87,34788,11608,11754,10183,0,9.355911495,7807,7269,6.891625897,7.7,10.92,28.86,9.57,5.19,70.56,11.25,13.99,14.75,17.46,8.18,25.37,14.12,11.24,3.34,79.89,76.55,89.96,81.12,66.73,71.34,4.779123493,1.22,6.49375384,18.94,27.73,31.67,35,0.98,1.43,1.64,1.81,90.15,1.95,6.58,5.37,3.05,2.98,3.34,80.63,4.96,21.36,3,5.509388337,94.46,82.33,1.63,25.61,1979,5.08,0.14,53100,64700,84200,336,423,502,557,24,21.4,11.5,0,0,5.17,38.7,52.39,78.87,84.8,2.332143895,1366.9,0.165514438,0,618.06
CA,9,10.13058328,1.88,0.98,93.7,4.21,4.99,7.58,17.67,8.15,30.19,10.13058328,100,32834,52.5,0.8,63.66,50.9,3.57,30.04,51381,25695,25729,20543,9.621986339,10.30112208,14445,18320,7.089243155,4.83,4.14,13.68,31.57,2.9,48.61,16.74,28.9,5.31,45.09,10.31,26.84,11.49,10.98,2.62,81.61,80.59,87.21,79.77,52.09,68.34,4.574710979,0.5,7.807916629,11.31,15.66,20.62,22.65,1.11,1.53,2.02,2.22,89.87,1.09,1.56,0.73,1.86,1.83,1.95,74.71,1.29,72.82,2,6.945051064,92.8,75.87,0.1,34.62,1965,0.53,0,268600,353600,435700,598,790,1001,821,24.5,22.6,11.9,0,1.098612289,9.8,37.02,56.45,70.07,89.45,2.57261223,2067.4,0.732367894,0,243.44
CA,9,10.77205755,3.67,10.69,48.15,5.75,60.83,17.52,34.48,17.09,5.76,10.77205755,100,29015,82.87,0.17,19.07,17.36,13.46,9.78,30540,9429,10697,10428,9.327678864,9.28859687,7071,7225,9.021598247,17.6,27.22,49.9,6.93,9.88,60.47,31.58,14.27,29.4,12.39,9.33,38.77,14.45,11.91,4.08,67.03,60.64,75.66,72.13,50.41,57.64,8.084254106,9.17,9.792667717,17.26,27.44,37.41,48.55,6.48,10.3,14.05,18.23,40.6,20.54,24.16,18.8,3.64,3.47,3.77,40.34,34.24,77.69,2,6.598509029,94.66,42.35,2.18,14.87,1965,6,1.08,116600,147200,184700,477,593,687,654,30.5,25.4,11.4,0,1.098612289,37.55,44.87,40.17,86.79,90.07,1.774952351,9784.3,1.510721939,0,1964.89
CA,9,10.62378773,2.46,0.67,91.56,2.71,12.86,10.92,25.28,11.96,11.96,10.62378773,100,46374,76.78,1.01,48.11,23.47,2.69,17.09,55026,23841,24416,12671,10.55297016,9.959820626,12306,12271,7.956126351,6.99,3.32,9.64,32.37,3.66,67.45,11.7,21.55,7.56,33.65,10.75,29.92,14.3,12.51,2.9,78.58,76.82,92.26,70.8,57.93,65.06,5.736572297,1.15,8.516192691,21.13,28.87,36.96,45.37,2.57,3.51,4.49,5.51,84.92,3.84,4.05,2.77,2.46,2.51,2.38,59.8,5.2,52.31,2,7.613818685,89.19,58.59,0,16.54,1974,1.17,0.28,238200,308500,414900,614,721,913,774,30.5,28.1,11.8,2.708050201,0,12.15,44.8,33.85,71.37,86.1,2.949688335,2271.2,0.746687947,0,315.14
FL,9,12.78982061,2.75,27.39,65.64,0.63,62.46,12.16,24.63,11.87,14.8,12.78982061,100,16925,71.43,0.52,18.63,26.56,18.01,9.29,19725,9799,11664,5962,8.778787929,9.360138737,6752,8705,11.60454703,31.17,30.89,52.37,12.79,11.02,53.19,14.37,18.31,19.42,17.35,15.22,36.73,18.49,16.93,3.3,52.46,42.21,54.24,56.78,57.24,63.53,10.43034399,13.06,12.27433392,16.93,26.03,33.06,48.59,10.11,15.55,19.74,29.02,26.73,34.27,11.24,7.37,2.7,2.86,2.61,35.11,26.86,82.86,1,9.567944884,90.11,33.09,9.76,31.22,1962,9.93,1.44,60000,79200,101000,255,346,438,404,32.7,24.3,13.2,6.799055862,5.59471138,59.72,24.12,45.67,80.02,81.34,3.634951112,9728.3,2.649714624,5.41,3829.21
FL,9,10.04177014,2.4,0.81,97.24,1.48,3.48,11.45,21.81,9.95,13.82,10.04177014,100,44688,78.28,0.37,56.48,27.02,1.47,15.11,51654,26185,25816,15298,10.27777154,11.03429271,3043,18358,6.941190055,4.51,2.41,9.11,38.21,2.57,65.61,14.41,24.99,5.93,42.24,9.14,25.8,14.03,11.7,2.86,78.49,78.94,90.75,77.65,69.62,76.67,4.709530201,0.67,7.39387829,11.75,15.82,19.45,25.97,0.83,1.12,1.38,1.84,91.39,0.67,2.24,1.56,2.4,2.48,2.16,76.59,1.32,50.05,2,7.869019376,78.52,74.01,0.23,27.96,1980,0.82,0.21,94600,137700,213500,522,620,790,724,26.7,22.3,12.8,0,0.693147181,7.08,22.06,39.34,69.14,76.37,3.339321978,843.4,0.3074847,0,343.74
CA,9,9.628919119,2.5,1.22,91.62,2.69,4.74,24.16,45.34,31.54,8.78,0,0,18551,77.96,1.06,43.21,20.43,8.81,12.49,28549,10676,11021,6129,9.240578555,8.294549515,5309,6416,8.269756948,28.12,4.66,14.28,36.89,9.44,53.91,11.52,32.8,12.16,28.56,7.97,56.24,12.63,10.29,2.87,61.38,60.14,71.33,53.4,54.29,66.3,5.318119994,2.57,6.556778356,10.67,14.94,19.49,24.04,0.49,0.69,0.9,1.11,91.65,1.18,3.46,2.01,2.29,2.44,2.17,46.13,3.51,58.81,2,5.438079309,96.37,43.17,0.44,18.78,1966,3.57,0.89,72800,91400,122100,275,382,476,430,35.1,20.3,11.6,0,1.386294361,4.63,61.19,33.1,60.23,90.63,2.240709689,1816.1,0.78845736,0,399.28
CA,9,10.89234078,3.42,8.58,43.92,33.44,25.08,15.7,28.93,13.78,6.35,10.89234078,100,46988,90.27,0.59,38.79,14.43,9.71,11.33,49834,14865,16895,15648,9.890503625,9.510000421,10838,11494,8.149601736,6.51,9.5,22.53,20.58,4.49,70.57,25.99,16.64,18.45,21.29,7.55,31.96,11.29,9.45,3.72,78.88,73.74,88.58,82.09,67.12,73.46,6.874198495,2.53,9.763880598,14.53,24.84,37.04,47.2,4.7,8.04,11.98,15.27,55.15,7.75,13.51,11.25,3.39,3.41,3.36,67.71,15.01,42.03,3,6.326149473,96.57,67.41,0.72,34.41,1975,1.26,0.39,178400,229300,276300,598,703,867,768,27.6,25.6,11.9,0,1.945910149,32.35,46.09,50.13,76.59,88.73,3.015534901,2766.7,2.065596135,0,551.55
CA,9,10.63729671,2.79,1.89,76.19,20.51,5.32,13.31,21.14,10.81,11.17,10.63729671,100,79797,84.41,1.3,68.32,20.73,1.85,19.69,87525,36509,38958,35795,9.434603297,10.23394172,35293,25035,7.173191742,3.16,1.59,4.79,53.58,2.33,62.98,21.21,27.54,3.88,54.05,5.47,24.88,8.74,7.15,3.04,88.39,86.29,95.6,88.46,41.74,53.23,5.493061443,0.8,9.177920481,21.99,26.75,33.53,37.25,5.11,6.21,7.79,8.66,72.12,3.77,3.88,3.23,2.76,2.79,2.62,82.69,2.73,21.64,3,6.265301213,96.61,81.73,1.14,21.52,1966,0.08,0.03,448500,500001,500001,905,1001,1001,1001,26.6,21.8,11.5,0,0,23.24,37.83,61.98,84.57,87.89,2.721295428,2942.9,0.593326845,0,324.61
FL,9,9.369734424,2,3.33,95.17,0.52,2.24,7.23,16.79,7.78,31.15,9.369734424,100,21397,54.78,0.8,51.16,50.86,4.5,26.89,27824,13842,14181,6628,9.452815852,9.083415678,6605,11181,7.05012252,10,8.91,27.71,15.37,5.79,45.05,11.43,22.77,14.59,21.18,13.4,22.88,14.62,14.08,2.56,63.41,59.6,74.95,72.23,77.18,81.36,4.418840608,0.81,7.022868086,4.46,7.85,12.76,16.06,0.43,0.75,1.22,1.53,88.26,1.88,1.65,0.95,1.96,1.96,1.96,71.28,1.65,77.25,2,7.094234846,82.99,71.28,0.58,27.41,1960,3.85,0.1,40800,50200,64900,281,345,407,427,30,22.7,12.2,0,0,9.56,17.99,52.35,76.22,80.9,1.360976553,3988.8,0.920282753,0,1305.64
FL,9,9.638088688,2.54,0.73,98.37,0.4,1.06,11.81,22.01,10.02,19.12,9.638088688,100,25053,63.6,0.23,41.62,42.09,5.3,25.9,26652,11025,11034,12254,9.101417965,9.357639059,0,9299,7.350516172,10.17,8.08,28.14,8.06,4.13,53.15,14.04,17.53,14.93,18.89,10.67,19.26,12.82,11.79,2.89,75.23,71.14,79.6,72.91,60.46,68.99,4.007333185,0.43,6.184148891,5.37,5.37,5.37,10.54,0.17,0.17,0.17,0.33,94.61,0.48,3.27,2.47,2.54,2.47,2.8,76.28,2,46.75,3,6.74051936,87.73,78.47,1.18,36.33,1981,4.17,0.26,52000,62700,74700,338,389,454,496,26.4,23.6,12.1,0,0,3.16,23.54,39.41,68.07,74.72,2.140066163,2031.9,0.139761942,0,981.19
CA,9,10.34499525,2.81,0.62,71.93,19.51,18.85,14.02,25.54,12.49,13.07,10.34499525,100,38789,77.21,0.7,47.84,25.51,5.24,16.1,44768,16107,17489,11831,9.837027186,9.433803872,12558,13138,7.434847875,5.56,6.25,16.88,21.91,4.6,62,14.86,22.57,10.55,29.15,8.17,30.63,13.45,10.98,3.23,77,74.43,85.17,79.64,59.71,66.44,6.001414878,1.8,8.91918561,16.46,27.54,40.06,51.91,3.95,6.62,9.63,12.47,67.85,7,6.59,4.88,2.77,2.85,2.63,65.56,9.41,54.62,2,6.202535517,95.73,63.74,2.64,27.38,1954,2.02,0.41,203700,255900,314100,504,641,830,716,29,23.1,11.6,0,0,24.03,49.88,57.27,87.66,90.2,1.648658626,7483.2,1.368639426,0,542.71
CA,9,10.54170325,3.15,4.32,68.6,15.94,22.9,14.25,28.94,13.16,4.98,10.54170325,100,50471,91.37,1.11,43.72,14.92,6.94,13.36,51896,16721,18029,15657,9.471473109,9.588845299,11866,11765,7.546446274,5.03,7.87,21.37,21.13,5.3,73.12,28.27,16.32,16.22,24.38,8.78,31.07,12.37,10.57,3.46,80.11,74.04,86.25,83.84,60.15,69.29,6.311734809,2.07,8.980675604,12.67,22.95,33.11,43.45,2.66,4.82,6.95,9.12,69.73,5.1,9.84,7.97,3.15,3.11,3.23,71.41,9.62,30.82,3,5.598421959,97.81,72.18,0,6.69,1970,0.83,0.44,187600,225500,268700,605,728,898,793,29.8,24.8,11.3,3.496507561,0,20.99,52.02,51.63,75.8,90.92,2.740840024,2617.6,1.501852702,0,809.72
CA,9,11.6718931,2.43,3.43,71.63,19.33,13.17,10.1,28.52,12.03,9.53,11.6718931,100,46403,86.53,0.68,54.52,18.06,4.71,13.6,53081,22309,24304,17869,9.672563814,9.82325316,12448,13631,8.605570302,4.69,4.68,12.91,37.06,3.96,72.41,40.18,17.11,8.47,40.52,11.09,36.38,15.21,13.13,3,74.78,71.96,88.06,76.12,63.33,69.94,7.462789157,2.35,10.18092988,19.26,31.01,42.47,53.56,4.34,6.98,9.56,12.06,72.86,4.55,5.4,3.35,2.42,2.56,2.28,51.74,8.4,59.72,2,7.821643126,95.09,48.9,0.24,9.39,1967,0.82,0.29,259000,332700,407600,624,728,905,784,25.3,22.6,10.9,0,0,22.51,38.84,44.71,72.49,83.33,3.165475048,5167.9,1.2753628,3.48,249.62
FL,9,10.64651954,2.42,23.79,74.89,0.63,2.17,12.66,23.73,11.67,18.68,10.64651954,100,21766,66.58,0.64,37.17,38.4,9.18,18.39,26700,12783,15074,5507,9.540722674,9.839055692,9671,13465,9.001715907,19.88,10.43,28.38,16.73,7.05,51.96,13.94,23.67,12.83,26.4,13.2,26.69,16.4,14.96,2.94,58.65,51.67,61.82,57.96,53.82,65.43,7.733245647,6.17,7.037905963,5.54,7.12,9.93,21.44,0.15,0.19,0.27,0.58,94.69,0.7,4.78,3.14,2.34,2.38,2.29,58.08,5.19,54.84,2,7.643003636,89.3,57.17,3.31,35.88,1974,7.77,0.45,43800,62900,89100,190,294,387,392,26.4,21.5,12.6,3.688879454,0,2.71,44.47,46.16,73.34,83.65,3.430756184,1406.2,0.131028262,8.4,1622.96
CA,9,9.687691939,2.2,1.38,91.58,4.83,6,9.28,20.97,9.42,16.42,9.687691939,100,33385,73.64,1.2,54.45,28.43,4.19,19.64,40156,19533,19921,17079,10.01578892,9.71383922,8872,18348,6.909753282,6.31,3.76,10.76,35.8,3.63,64.86,6.49,31.03,6.02,38.64,12.91,29.35,18.97,16.22,2.74,70.01,69.02,86.47,72.13,63.43,75.89,5.056245805,1.42,7.419979924,12.05,15.17,21.52,28.12,1.25,1.57,2.23,2.91,86.54,1.99,2.28,1.32,2.16,2.3,2.04,50.82,2.59,62.58,2,6.354370041,92.75,47.78,0.52,15.33,1954,0.64,0.48,205300,262000,335900,560,670,892,730,30.7,26.5,12.2,0,0,10.35,47.74,49.82,72.94,86.74,1.360976553,5596.2,1.011600912,0,554.08
CA,9,10.50031655,2.71,2.65,89.22,4.77,8.94,15.58,32.18,16.42,6.98,10.50031655,100,36097,85.1,0.99,39.63,18.13,6.27,13.34,41707,14861,15073,14723,9.851193758,9.4114019,11157,11967,8.016977747,8.54,3.62,12.46,21.82,5.31,70.65,13.06,18.37,11.39,23.89,10.65,33.67,15.95,13.42,3.16,74.62,73.31,86.94,73.91,61.54,71.87,5.762051383,1.5,8.054204897,18.02,25.49,30.64,37.19,1.56,2.21,2.65,3.22,88.63,1.69,4.95,3.37,2.66,2.81,2.48,58.9,4,47.93,3,6.228511004,96.36,55.84,0.2,12.85,1978,1.23,0.64,153700,184000,226800,538,634,760,694,30.5,27.9,12.5,2.564949357,1.098612289,8.66,58.69,33.52,63.81,88.94,2.028148247,5470.8,1.348073148,0,957.64
FL,9,10.99619913,2.38,9.5,87.42,2.05,3.48,13.2,27.8,14.08,15.33,10.99619913,100,25893,72.49,0.64,41.44,30.91,4.5,21.58,31633,13224,14027,7580,9.067047202,8.994544758,7086,10970,8.919453169,12.84,6.33,20.82,18.76,6.39,57.63,20.11,19.78,11.44,26.92,12.08,31.37,15.34,13.75,2.86,68.55,62.88,76.6,73.31,61.86,68.74,7.326465614,3.3,8.234299636,19.75,26.47,32.23,36.24,1.25,1.67,2.04,2.29,91.38,1.04,3.3,2.1,2.32,2.44,2.15,61.09,2.73,52.29,2,8.00836557,89.29,58.08,2.5,29.68,1974,5.4,0.13,50900,65100,86300,317,391,460,467,27.7,20.6,11.8,4.33073334,2.397895273,6.32,25.04,41.11,66.69,74.18,3.424262655,2006.1,0.131028262,0,1461.01
CA,9,10.3449631,3.3,0.73,55.14,5.55,60.86,15.04,30.06,14.31,11.02,10.3449631,100,27980,76.83,1.01,33.42,29.85,12.2,16.45,31160,10422,13124,8581,9.163458386,9.51679513,5984,6544,8.446556112,15.3,30.14,46.41,10.66,10.99,59.76,16.22,18.28,20.73,15.67,7.69,32.39,12.68,10.25,3.71,70.95,65.62,82.61,81.23,63.48,67.81,6.974478911,4.52,9.298351249,17.37,29.01,36.93,45.03,6.1,10.19,12.97,15.81,42.77,23.31,18.71,14.02,3.24,2.87,3.58,42.35,26.49,71.81,2,6.159095388,95.24,47.82,3.39,40.89,1971,3.39,1.03,146300,185000,233500,401,557,690,625,30.3,27.2,11.9,4.828313737,3.258096538,35.11,48.17,43.75,82.04,90.61,1.960094784,5071.6,1.085189268,0,1513.08
CA,9,10.1778944,3.07,1.71,77.95,5.03,22.65,14.34,28.25,12.21,7.9,10.1778944,100,30876,78.3,1.29,25.65,22.68,15.11,12.95,33684,11603,12558,14658,9.394077593,8.943506132,7270,8706,8.296047643,15.5,12.3,32.86,8.83,10.04,57.84,22.26,17.66,21.93,17.27,9.64,24.05,14.35,12.08,3.38,76.84,72.93,81.04,80.24,53.72,63.58,6.095824562,2.19,8.094683649,12.58,19.08,26.22,39.19,1.57,2.38,3.26,4.88,77.44,5.35,8.33,6.75,3.04,3,3.1,64,10.72,41.58,3,6.204557763,94.56,64.76,0.4,17,1978,1.08,0.45,100400,127700,149500,326,421,497,475,29.2,24.8,12.6,1.609437912,0,12.45,59.96,34.52,67.36,92.59,1.916922612,4562.1,0.262364264,0,611.64
CA,9,10.67324849,2.69,1.28,92.1,3.31,9.23,12.48,24,11.09,10.28,0,0,40926,80.82,0.89,48.05,23.47,4.91,17.64,46387,17170,17554,13937,9.957360018,9.605014129,7550,11011,7.480428306,4.16,4.55,13.63,24.35,3.86,68.94,12.27,22.64,11.64,29.58,10.31,28.02,14.54,12.51,3.13,78.07,77.12,90.35,72.55,63.64,71.67,5.743003188,1.05,8.232971791,13.08,17.25,23.92,29.21,1.14,1.5,2.08,2.54,88.12,2.2,4.79,3.44,2.66,2.74,2.49,69.01,3.18,38.4,3,6.184148891,97.07,66.91,0.83,23.76,1971,0.98,0.23,168400,204000,252000,491,641,806,709,28.2,24.9,11.7,4.234106505,3.218875825,8.71,60.22,47.18,71.98,92.72,2.624668592,3386.4,1.660131027,0,517.46
FL,9,11.34770878,2.66,21.44,73.36,3.94,4.4,25,42.46,29.33,8.45,11.34770878,100,21077,81.3,0.66,42.63,19.62,6.55,12.39,31321,11549,13322,6267,9.358070484,9.062188331,6632,8256,9.896513289,26.33,5.08,15.16,40.49,6.59,55.61,4.65,48.76,6.16,38.51,7.94,52.7,12.54,10.29,2.98,64.19,59.11,73.3,69.09,59.6,68.72,8.207129168,8.01,8.840580188,30.37,42.72,55.34,62.35,2.47,3.48,4.51,5.08,88.85,0.92,4.01,2.26,2.35,2.54,2.18,50.9,4.91,52.33,2,7.895436007,92.24,47.1,5.55,33.01,1969,5.89,0.45,47800,63800,88800,222,305,411,383,33.2,19.5,12.1,3.583518938,2.079441542,8.15,43.16,34,55.72,81.04,3.61361697,2347.4,1.30833282,8.33,1573.82
FL,9,11.10785528,2.52,6.17,90.7,1.83,8.14,12.47,24.85,11.7,13.02,11.10785528,100,41832,80.64,0.82,53.22,26,2.53,13.21,50382,21702,22402,15340,9.761866383,9.640953274,9891,14803,7.757906208,3.54,3.84,12.34,31.73,3.91,66.72,9.19,24.38,4.97,37.33,8.24,27.15,12.08,10.27,2.97,80.7,79.43,91.84,76.66,59.08,68.12,6.381816017,1.28,9.136155474,12.16,18.42,26.13,34.31,1.69,2.56,3.64,4.78,85.15,1.91,2.99,2.12,2.5,2.63,2.16,76.31,2.45,48.78,3,7.976251944,90.1,72.6,0.24,24.54,1978,0.62,0.18,93300,130100,172900,530,617,735,705,27.1,23.2,12.5,0,0,13.92,20.85,40.63,70.21,77.34,3.157000421,2959.4,0.625938431,8.33,502.05
